COMMON_NAME,mean_dia,count
KWANZAN FLOWERING CHERRY,18.399928548912474,9517
PISSARD PLUM,13.913018596280743,8335
NORWAY MAPLE,21.34197399068323,5152
CRIMEAN LINDEN,12.929018153924828,3911
NIGHT PURPLE LEAF PLUM,4.154765706351961,2881
PYRAMIDAL EUROPEAN HORNBEAM,8.138219520915266,2797
RED MAPLE,11.371889596602973,2355
KOBUS MAGNOLIA ,8.556650463985859,2263
COMMON HORSECHESTNUT,25.64703721841332,2042
AKEBONO FLOWERING CHERRY,7.434732824427481,1965
BOWHALL RED MAPLE,4.585531697341513,1956
HEDGE MAPLE,11.344314536989136,1933
AMERICAN ELM,26.531046717918393,1691
KATSURA TREE,6.525,1648
SYCAMORE MAPLE,16.238086419753085,1620
COLUMNAR NORWAY MAPLE,9.381161616161616,1584
ARMSTRONG RED MAPLE,6.546962025316455,1580
JAPANESE FLOWERING CRABAPPLE,7.583543003851091,1558
EUROPEAN BEECH,11.014197930142302,1546
REDBUD CRABAPPLE,4.516423103688239,1437
PACIFIC SUNSET MAPLE,5.057071783937456,1407
AUTUMN APPLAUSE ASH,5.0705464071856285,1336
RED OAK,24.64350699844479,1286
GLOBEHEAD NORWAY MAPLE,4.794804655029094,1203
EUROPEAN WHITE BIRCH,18.19533500837521,1194
PIN OAK,12.544458438287153,1191
LAVALLEI HYBRID HAWTHORN,5.509006211180124,1127
FLOWERING ASH,8.539774774774775,1110
WORPLESDON SWEETGUM,7.369653882132835,1069
EUROPEAN HORNBEAM,15.446830652790918,1057
CHANTICLEER PEAR,4.464928909952607,1055
TREE LILAC,3.01171875,1024
LONDON PLANE TREE,26.486885080645163,992
JAPANESE SNOWBELL,4.31019367991845,981
QUEEN ELIZABETH MAPLE,4.602934662236988,903
ENGLISH OAK,20.521119820828666,893
BASSWOOD,15.342657176749704,843
LITTLE-LEAF LINDEN,13.369700598802396,835
UKON JAPANESE CHERRY,16.5722040302267,794
DAWYCK'S BEECH,5.901964512040558,789
WESTERN RED CEDAR,19.67796103896104,770
AUTUMN BLAZE RED MAPLE,5.065137614678899,763
EUROPEAN ASH,16.55673883626522,739
RED SUNSET RED MAPLE,10.70841726618705,695
THORNLESS HONEYLOCUST,10.135510204081633,686
PERSIAN IRONWOOD,4.463409090909091,660
AUTUMN FLAME RED MAPLE,4.239406099518459,623
ENGLISH HAWTHORN,10.160194174757281,618
PATMORE ASH,7.165785123966942,605
GOLDEN DAWYCK BEECH,4.638685524126456,601
FREEMAN'S S.S. MAPLE,5.83743676222597,593
EMERALD QUEEN NORWAY MAPLE,4.352335640138408,578
DOUGLAS FIR,22.50212765957447,564
OCTOBER GLORY RED MAPLE,4.330160142348754,562
MAZZARD CHERRY,17.4573126142596,547
VANESSA PERSIAN IRONWOOD,3.475185185185185,540
BLOODGOOD PLANE TREE,9.179026217228465,534
PRINCETON GOLD MAPLE,3.6619585687382297,531
TULIPTREE,18.78965844402277,527
ARISTOCRAT PEAR,4.71044061302682,522
RAYWOOD ASH,9.196346153846154,520
PINK PERFECTION CHERRY,18.518837675350703,499
MORGAN RED MAPLE,7.764948453608247,485
JAPANESE DOGWOOD,7.205773672055427,433
RANCHO SARGENT CHERRY,8.663849765258217,426
SAWTOOTH OAK,8.129411764705882,425
JAPANESE FLOWERING CHERRY ,17.27134292565947,417
WASHINGTON HAWTHORN,4.9312048192771085,415
GOLDEN WHITEBEAM,5.145266990291262,412
PACIFIC DOGWOOD,17.82997512437811,402
WHITE ASH,15.443283582089553,402
AMERICAN SWEETGUM,10.445177664974619,394
OSAKAZUKI JAPANESE MAPLE,4.217435897435897,390
TOBA HAWTHORN,3.1910256410256412,390
BRANDON ELM,4.897900262467192,381
CARDINAL ROYAL MOUNTAIN ASH,3.4641891891891894,370
EDDIES WHITE WONDER DOGWOOD ,3.507768361581921,354
COMMON CATALPA,27.175994318181818,352
LAWSON CYPRESS/PORT ORFORD CED,19.266335227272727,352
SCHWEDLER NORWAY MAPLE,18.485507246376812,345
PYRAMIDAL ENGLISH OAK,7.523538011695907,342
EASTERN REDBUD,3.4008955223880597,335
BIGLEAF MAPLE,24.817867867867868,333
DAWN REDWOOD,13.270757575757576,330
PAPERBARK MAPLE,3.72601246105919,321
SCARLET OAK,9.425389408099688,321
SUMMIT ASH,5.411783439490446,314
MAGNOLIA 'GALAXY' ,3.1961920529801326,302
SILVER VARIEGATED NORWAY MAPLE,5.12312925170068,294
JAPANESE MAPLE,8.963427561837456,283
WILLOW OAK,6.1399641577060935,279
CRIMSON KING NORWAY MAPLE,8.29927797833935,277
BERGESON ASH,6.872794117647059,272
SHIROFUGEN CHERRY,9.716111111111111,270
SILVER MAPLE,28.163011152416356,269
AMUR MAPLE,10.626865671641792,268
TUPELO,4.648854961832061,262
FRANZ FONTAINE HORNBEAM,4.59507874015748,254
SCOTS ELM ,25.006944444444443,252
COMMON APPLE,7.918464730290457,241
KARPICK RED MAPLE,7.401867219917013,241
BLACK LOCUST,22.202742616033756,237
SHADEMASTER HONEYLOCUST,3.7727848101265824,237
CAUCASIAN ASH,15.188841201716738,233
THORNLESS COCKSPUR HAWTHORN,5.4862068965517246,232
PURPLE HAZE JAPANESE PLUM,3.2103365384615383,208
SIBERIAN ELM,21.07043269230769,208
SHIROTAE(MT FUJI) CHERRY,14.06159420289855,207
SUNBURST HONEYLOCUST,3.5841584158415842,202
SNOWBIRD HAWTHORN ,3.2276119402985075,201
SCHUBERT CHOKECHERRY ,3.592171717171717,198
SCOTCH PINE,15.533928571428572,196
RED CAUCASIAN MAPLE,5.992307692307692,195
COMMON HACKBERRY,3.316237113402062,194
SUPERFORM NORWAY MAPLE,4.010471204188482,191
DEODAR CEDAR,20.981182795698924,186
ARNOLD TULIPTREE,5.333513513513513,185
GINKGO OR MAIDENHAIR TREE,5.031420765027322,183
AUSTRIAN PINE,17.63736263736264,182
DEBORAH NORWAY MAPLE,5.834309392265193,181
AMERICAN HORNBEAM,7.436312849162011,179
RUBY RED HORSECHESTNUT,10.197752808988763,178
AUTUMN PURPLE ASH,7.708333333333333,174
ROSE OF SHARON,3.108092485549133,173
DOUGLAS HAWTHORN,3.0915697674418605,172
EUROPEAN MOUNTAIN ASH,10.858187134502923,171
SARGENT FLOWERING CHERRY,13.897660818713451,171
VILLAGE GREEN ZELKOVA ,4.555325443786982,169
JAPANESE HORNBEAM,3.3439393939393938,165
PURPLE LEAF SYCAMORE MAPLE,15.85969696969697,165
BOXELDER,21.368098159509202,163
CHINESE KOUSA DOGWOOD,6.2330246913580245,162
SEIBOLDI CHERRY,16.641358024691357,162
JAPANESE STEWARTIA,3.2167721518987342,158
CHINESE TULIPTREE,7.34968152866242,157
NORTHWOOD RED MAPLE,4.381410256410256,156
PINK KOUSA DOGWOOD ,3.40224358974359,156
PYRAMIDAL BEECH,13.430967741935484,155
BRANDYWINE RED MAPLE,3.2432432432432434,148
ALDERLEAFED MOUNTAIN ASH,4.292517006802721,147
PURPLE DAWYCK BEECH,3.5272108843537415,147
MODESTO ASH,12.33390410958904,146
NORWEGIAN SUNSET MAPLE ,6.4445205479452055,146
GREEN ASH,14.04496402877698,139
CAUCASIAN MAPLE,6.762773722627737,137
GOLD LEAF BLACK LOCUST,9.896350364963503,137
JAPANESE ZELKOVA,8.765037593984962,133
PAPER BIRCH,20.12109375,128
ENGLISH HOLLY,12.173622047244095,127
MAPLE SPECIES,14.338492063492064,126
PRAIRIE FIRE CRABAPPLE,3.102439024390244,123
WESTOFF'S GLORIE EUROPEAN ASH,7.3826446280991735,121
DOVE OR HANDKERCHIEF TREE,4.414583333333334,120
FLOWERING DOGWOOD,8.52983193277311,119
VARIEGATED SYCAMORE MAPLE,13.550420168067227,119
APPLE SERVICEBERRY,3.01271186440678,118
WHITE BEAM MOUNTAIN ASH,14.243119266055047,109
COPPER OR PURPLE BEECH,15.73611111111111,108
HALKA HONEYLOCUST,5.280373831775701,107
GLOBE HORNBEAM,3.5117924528301887,106
HIGAN CHERRY,21.78490566037736,106
NOOTKA CYPRESS,15.995238095238095,105
WESTERN HEMLOCK,18.27403846153846,104
GIANT SEQUOIA,16.620098039215687,102
"CHERRY, PLUM OR PEACH SPECIES",11.97920792079208,101
EUROPEAN LINDEN,15.194444444444445,99
CALLERY PEAR,4.089285714285714,98
AUTUMN HIGAN CHERRY,13.97680412371134,97
DEGROOT LINDEN,8.925773195876289,97
PAUL'S SCARLET HAWTHORN,10.871134020618557,97
GREEN PILLAR PIN OAK,3.2630208333333335,96
WEEPING CUTLEAF BIRCH,13.395833333333334,96
SUGAR MAPLE,18.145744680851063,94
RED JEWEL CRABAPPLE,3.575268817204301,93
PANACEK MAPLE,3.184065934065934,91
NORWAY SPRUCE,14.377777777777778,90
AMERICAN MOUNTAIN ASH,11.197093023255814,86
SHORE PINE,13.102906976744187,86
YULAN MAGNOLIA ,3.877906976744186,86
CAPITAL PEAR,3.3505882352941176,85
RED SHINE FIELD MAPLE ,3.585294117647059,85
FAIRVIEW NORWAY MAPLE,7.727710843373494,83
THUNDERCLOUD PURPLE PLUM,5.22289156626506,83
ASH SPECIES,12.86890243902439,82
MAGNOLIA WADA'S MEMORY ,3.8939024390243904,82
GLOBE OR MOPHEAD ACACIA,8.72283950617284,81
KOREAN MOUNTAIN ASH,5.957407407407407,81
LITTLE LEAF LINDEN,8.1875,80
WATERER GOLDENCHAIN TREE ,12.015822784810126,79
WESTERN CATALPA,23.46602564102564,78
WHITCOMB CHERRY,23.344155844155843,77
HONEYLOCUST,6.864864864864865,74
JAPANESE BEECH,8.64527027027027,74
YOSHINO CHERRY,14.347972972972974,74
LEPRECHAUN ASH,3.921232876712329,73
BIG LEAF LINDEN,10.01388888888889,72
ENGLISH ELM,26.705555555555556,72
GREEN COLUMN BLACK MAPLE,5.951388888888889,72
WILD CHERRY ,20.354166666666668,72
FRAGRANT SNOWBELL,4.077464788732394,71
BLACK WALNUT,17.854477611940297,67
NORTHERN WHITE CEDAR,11.365671641791044,67
ALLGOLD EUROPEAN ASH,3.2653846153846153,65
GRAND FIR,14.01923076923077,65
CRIMSON SENTRY NORWAY MAPLE,7.353968253968254,63
SNAKEBARK MAPLE,5.183333333333334,63
GOLD CLOUD ASH,11.084677419354838,62
SHUMARD OAK,7.7125,60
WEEPING JAPANESE CHERRY,22.764166666666668,60
KOTO NO IKO JAPANESE MAPLE,3.4745762711864407,59
COMMOM CHOKECHERRY,19.782456140350877,57
MAGNOLIA 'CAERHAYS BELLE' ,3.544642857142857,56
OAK SPECIES,8.553571428571429,56
GIANT DOGWOOD,4.4907407407407405,54
PINE SPECIES,14.005555555555556,54
WHITE HIMALAYAN BIRCH,6.768518518518518,54
DAVID'S MAPLE,12.716981132075471,53
PYRAMIDAL EUROPEAN BIRCH,16.49056603773585,53
GRAY BIRCH,23.346153846153847,52
LOMBARDY POPLAR,23.817307692307693,52
ACCOLADE CHERRY,21.25980392156863,51
MAGNOLIA 'VULCAN' ,3.1813725490196076,51
ROYAL RED NORWAY MAPLE,4.0626530612244895,49
SNOWCLOUD CRABAPPLE,2.9846938775510203,49
COLORADO SPRUCE,10.364583333333334,48
PURPLE PLUM,9.291666666666666,48
GOLDEN DESERT ASH,11.132978723404255,47
SERVICEBERRY,3.101063829787234,47
SKYROCKET ENGLISH OAK,11.037234042553191,47
TURKISH HAZELNUT,8.441489361702128,47
REDSPIRE PEAR,4.048913043478261,46
ROSTHERN CRABAPPLE,3.2934782608695654,46
ROYAL SPLENDOR CRABAPPLE,3.8043478260869565,46
BLOODGOOD JAPANESE MAPLE,3.4611111111111112,45
GOLDEN BEECH,7.66,45
GREEN MOUNTAIN NORWAY MAPLE,7.05,45
MORAINE HONEYLOCUST,4.183333333333334,45
SKYMASTER ENGLISH OAK,10.847727272727273,44
SOUTHERN MAGNOLIA,6.738636363636363,44
EASTERN REDCEDAR,12.081395348837209,43
PYRAMIDAL AMERICAN HORNBEAM,16.630232558139536,43
CHANCELLOR LINDEN,7.958333333333333,42
APPLE SPECIES,7.475609756097561,41
CHINA GIRL DOGWOOD,3.432926829268293,41
GLOBE CATALPA,6.085365853658536,41
MAGNOLIA 'YELLOW BIRD' ,3.1402439024390243,41
ROYALTY CRABAPPLE,3.53125,40
SCARLET MAPLE FRANK JR ,3,40
SPANISH CHESTNUT,22.66875,40
WEEPING WILLOW,24.0625,40
HILLIER SPIRE CHERRY,19.794871794871796,39
SINGLE SEED HAWTHORN,11.046153846153846,39
BLACK COTTONWOOD,29.973684210526315,38
SAWARA FALSECYPRESS,17.527027027027028,37
SOVEREIGN PIN OAK,25.16216216216216,37
MAGNOLIA SPECIES,6.951388888888889,36
HARLEQUIN AH,3.3857142857142857,35
AMANOGAWA JAPANESE CHERRY,12.766176470588235,34
HUGARIAN OAK,6.110294117647059,34
MAGNOLIA PURPLE SENSATION ,15.669117647058824,34
PORTUGUESE LAUREL,9.658823529411764,34
SERBIAN SPRUCE,4.529411764705882,34
ARBORVITAE SPECIES,8.43939393939394,33
BUR OAK,20.007575757575758,33
EVELYN HEDGE MAPLE,3,33
YELLOWWOOD,7.1,32
RED JAPANESE MAPLE,6.782258064516129,31
VINE MAPLE,8.064516129032258,31
CATALPA SPECIES,29.666666666666668,30
CHINESE REDBUD AVONDALE,3,30
CONQUEST MAPLE ,3,30
EUROPEAN BIRDCHERRY,22.648333333333333,30
FERNLEAF BEECH,3.896551724137931,29
MOUNTAIN ASH SPECIES,6.491379310344827,29
PEAR SPECIES,5.560344827586207,29
PIN CHERRY,21.612068965517242,29
REDLEAF BEECH,16.25862068965517,29
SPRUCE SPECIES,16.982758620689655,29
BLACK CHERRY,18.241071428571427,28
ELWOOD NORWAY MAPLE,8.319642857142856,28
SOUTHERN BEECH,6.732142857142857,28
TRICOLOR BEECH,4.919642857142857,28
AMERICAN BEECH,3.3333333333333335,27
APPRICOT PLUM,13.981481481481481,27
ENGLISH WALNUT,16.90740740740741,27
ENGLISH YEW,13.064814814814815,27
KENTUCKY COFFEETREE,3.009259259259259,27
SIEBOLD'S MAGNOLIA ,3.3703703703703702,27
SNOW GOOSE CHERRY,3.2314814814814814,27
WEEPING NOOTKA CYPRESS,4.259615384615385,26
CEDAR SPECIES,19.36,25
FALSECYPRESS SPECIES,14.71,25
SNOWCONE JAPANESE SNOWBELL,3,25
COLORADO BLUE SPRUCE,13.25,24
INGES RUBY VASE IRONWOOD,4.354166666666667,24
CHINESE WINGNUT,13.191304347826087,23
COLUMNAR SARGENT CHERRY,13.869565217391305,23
GOLDENRAIN TREE,5.730434782608696,23
HOLLY SPECIES,10.565217391304348,23
TATARIAN MAPLE,6.554347826086956,23
AUTUMN GOLD ASH,3.6818181818181817,22
COMMOM JUNIPER,20.931818181818183,22
FERNLEAF COPPER BEECH,6.795454545454546,22
PONDEROSA PINE,13.988636363636363,22
PYRAMIDAL ARBORVITAE,6.636363636363637,22
CORNEL DOGWOOD,2.5714285714285716,21
DUTCH ELM,24.238095238095237,21
EASTERN HORNBEAM,5.738095238095238,21
GOLDEN CAUCASIAN MAPLE,6.880952380952381,21
CALIFORNIA INCENSE CEDAR,5.635,20
GOLDEN GIANT ARBORVITAE,12.05,20
PURPLE ROBE LOCUST,7.1125,20
SILVER LINDEN,19.325,20
SPECKLED ALDER,21.3,20
TCHONOSKI CRABAPPLE,5.775,20
WEEPING BEECH,12.7875,20
IVY-LEAVED MAPLE,17.30263157894737,19
MAGNOLIA 'VICTORIA' ,3,19
MAJESTIC WHITEBEAM,6.5,19
BUTTERNUT,19.77777777777778,18
CUTLEAF SILVER MAPLE,18.98611111111111,18
DOWNY HAWTHORN,9.208333333333334,18
HAWTHORN SPECIES,11.652777777777779,18
MAGNOLIA 'APOLLO' ,3,18
MEDLAR APPLE,3.0833333333333335,18
VAUGHN HAWTHORN,11.902777777777779,18
WHITE SPRUCE,9.375,18
SMOOTHLEAF ELM,29.058823529411764,17
AUTUMN SPLENDOR CHESTNUT,3.09375,16
ELM SPECIES,20.625,16
MANCHURIAN CHERRY,3.359375,16
PINK FLOWERING JAPANESE SNOWBE,3.234375,16
RED ALDER,20.828125,16
ROUND LEAF BEECH,8.03125,16
SKYLINE HONEYLOCUST,5.125,16
COLUMNAR RED MAPLE,11.466666666666667,15
FALL GOLD BLACK ASH,2.9,15
HARDY RUBBER TREE,4.166666666666667,15
MAGNOLIA 'MERRILL' ,5.2,15
POPLAR SPECIES,14.466666666666667,15
PURPLE FOUNTAIN BEECH,5.3,15
TAIJA JAPANESE MAPLE,3.033333333333333,15
VANDERWOLFS PINE,3.05,15
GOLDSPOT DOGWOOD,10.107142857142858,14
JAPANESE PAGODA TREE,9.5,14
PAPERBARK CHERRY,10.375,14
PURPLE NORWAY MAPLE,17.642857142857142,14
SITKA SPRUCE,14.625,14
STAGHORN SUMAC,9.642857142857142,14
CORNELIAN CHERRY,6.346153846153846,13
DOGWOOD SPECIES,9.807692307692308,13
DOUGLAS MAPLE ,7.769230769230769,13
HINOKI FALSECYPRESS,17.346153846153847,13
PURPLE LIKIANG SPRUCE,3.173076923076923,13
RIVER BIRCH,22.153846153846153,13
SHOJO JAPANESE MAPLE,4.634615384615385,13
SPINDLE TREE,3.6923076923076925,13
WALNUT SPECIES,15.75,13
YUNNANENSIS CRABAPPLE,9.288461538461538,13
GREEN VASE ZELKOVA,3.0416666666666665,12
JACK PINE,15.916666666666666,12
LODGEPOLE PINE,8.9375,12
MOUNTAIN BLACK HEMLOCK,21.6875,12
RED BUCKEYE,14.75,12
TREMBLING ASPEN,11.416666666666666,12
BAUMANN'S SEEDLESS HORSECHESTN,6.886363636363637,11
EUROPEAN LARCH,15.954545454545455,11
FILBERT SPECIES,12.409090909090908,11
SAUCER MAGNOLIA,13.027272727272727,11
STRIPED-BARK MAPLE,3,11
BLACK SPRUCE,14.75,10
COCKSPUR HAWTHORN,7.1,10
FULLMOON MAPLE,8.2,10
HORNBEAM SPECIES,7.4,10
MANGLETIA,3.75,10
QUEEN ELIZABETH NORWAY MAPLE,5.15,10
SWEETBAY MAGNOLIA MOONGLOW ,3,10
SWEETGUM SPECIES,4.7,10
ALDER SPECIES,20.13888888888889,9
ALMIRA NORWAY MAPLE,17.38888888888889,9
ATLAS CEDAR,30.944444444444443,9
DR. PIRONE'S ASH,18.727777777777778,9
EASTERN HEMLOCK,22.11111111111111,9
GOLDEN ASH,2.9444444444444446,9
GOLDEN CHAIN TREE,14.444444444444445,9
KASHMIR CEDAR,3.888888888888889,9
KOREAN MAPLE,3,9
VILMORIN MOUNTAIN ASH,14.11111111111111,9
YELLOW BUCKEYE,3.111111111111111,9
AMERICAN FILBERT,11.25,8
BIGLEAF LINDEN,10.9375,8
BLUE ATLAS CEDAR,4.375,8
CASCARA,5.4375,8
COMMON LILAC,4.25,8
EMPRESS TREE,10.125,8
GIANT FILBERT,16.5625,8
GOLDEN RAINDROPS CRABAPPLE,3.0625,8
JOSEPH ROCK MOUNTAIN ASH,3,8
OREGON ASH,13.8125,8
PYRAMID BLACK LOCUST,7.9375,8
RUDOLPH CRABAPPLE ,3,8
STELLAR PINK DOGWOOD,3.75,8
SUSAN MAGNOLIA,6.03125,8
WESTERN WHITE PINE,11.75,8
WILLOW SPECIES,24.4375,8
BALSAM FIR ,16,7
CUCUMBER MAGNOLIA ,10.571428571428571,7
MAGNOLIA 'SERENE' ,3,7
PURPLE CATALPA,3,7
REGAL PRINCE OAK,4.357142857142857,7
THREADLEAF JAPANESE MAPLE,9.857142857142858,7
UPRIGHT PERSIAN IRONWOOD,3,7
WHITE FIR,17.714285714285715,7
WINDMILL PALM,6.142857142857143,7
AMERICAN CHESTNUT,22.333333333333332,6
BLUE NOOTKA CYPRESS,4.666666666666667,6
CELEBRATION RED MAPLE,3.6666666666666665,6
CHINESE MAGNOLIA ,3.25,6
GREAT WHITE CHERRY,17.75,6
MAGNOLIA 'IOLANTHE' ,4.041666666666667,6
MONKEY PUZZLE TREE,7.75,6
MOSS SAWARA FALSECYPRESS,23.166666666666668,6
MUGO PINE,6.5,6
PACIFIC MADRONE/ARBUTUS,25,6
PIONEER ELM,4,6
PURPLE LEAF HAZELNUT ,3.341666666666667,6
RED RAGE TUPELO,3,6
UPRIGHT MOUNTAIN ASH,3.8333333333333335,6
WHITE POPLAR,31.833333333333332,6
AMUR CORKTREE,18.1,5
ASCENDING BALD CYPRESS,4.5,5
AUTUMN GOLD GINKGO,3.6,5
BALD CYPRESS,4.1,5
CALIFORNIA REDWOOD,20.15,5
CHITALPA,3.55,5
COMMON FIG,10.55,5
COMMON PLUM,8.35,5
EUROPEAN PURPLE BIRCH,8.2,5
GOLDEN CATALPA,3,5
GREENLACE NORWAY MAPLE,12.5,5
JAPANESE WALNUT,31.9,5
LABURNUM SPECIES,5.8,5
MAGNOLIA 'CHYVERTON RED' ,3.8,5
NANNYBERRY,3,5
NOBLE FIR,11.7,5
SIBERIAN CRABAPPLE,8.5,5
SWEETHEART CHERRY,3,5
WILD DRAGON CHINESE TULIPTREE,4,5
ALLEGHENY SERVICEBERRY,1.9375,4
BLACK MAPLE,15.25,4
BLUE ASH,25.1875,4
CHESTNUT OAK,9.625,4
CHINESE BIRCH,6.125,4
EPAULETTE TREE,5.5,4
GOLDEN ORIENTAL ARBORVITAE,6,4
GREY DOGWOOD,7.75,4
HENRY MAPLE,3,4
HESSE'S EUROPEAN ASH,7.25,4
JAPANESE CRYPTOMERIA,9.375,4
LILAC SPECIES,4.175,4
MIDGET CRABAPPLE,5.8125,4
PLUME CRYPTOMERIA,11.75,4
WHITE MULBERRY,15.25,4
WIER CUTLEAF SILVER MAPLE,29.75,4
ALIA'S MAGNOLIA,4.166666666666667,3
AMERICAN BEAUTY CRABAPPLE,5.333333333333333,3
CHESTNUT SPECIES,21.416666666666668,3
CHINESE CRABAPPLE,4.416666666666667,3
EASTERN MOUNTAIN MAPLE,20.333333333333332,3
GOLDEN WEEPING WILLOW,26.666666666666668,3
HIMALAYAN WHITE PINE,25.333333333333332,3
HYBRID CATALPA,10,3
ITALIAN PLUM ,3,3
JAPANESE WHITE PINE,3,3
JUNIPER SPECIES,12.166666666666666,3
MAGNOLIA 'RUSTICA RUBRA' ,10.083333333333334,3
ORIENTAL PLANE TREE,25.75,3
POINTED LEAF MAPLE,9.166666666666666,3
SEA BUCKTHORN,3,3
SOUTHERN SUGAR MAPLE,8,3
STAR MAGNOLIA,7.5,3
STINKING ASH,18.5,3
TREE OF HEAVEN,17.333333333333332,3
TURKISH MOUNTAIN ASH,3.1666666666666665,3
UMBRELLA PINE,14.166666666666666,3
WEEPING LAWSON CYPRESS,22.666666666666668,3
YOUNG'S WEEPING BIRCH,9,3
APRICOT,21.25,2
CAUCASIAN WING NUT,23.5,2
CHINESE JUNIPER,24.375,2
CORKSCREW WILLOW,12.5,2
DIVERSIFOLIA EUROPEAN ASH,18.5,2
EASTERN WHITE PINE,23.875,2
ELEY FLOWERING CRABAPPLE,11,2
ENGLEMANN SPRUCE,17,2
EVERGREEN OAK,5.625,2
FAASSEN'S BLACK NORWAY MAPLE,12,2
GARRY OAK,26,2
GLORYBOWER,5,2
GOLD HINOKI FALSECYPRESS,3,2
GRAY POPLAR,35,2
GREENLACE JAPANESE MAPLE,3,2
HOOP'S BLUE SPRUCE,8.5,2
JAPANESE ANGELICA TREE,5.25,2
JAPANESE BLACK PINE,21,2
JAPANESE CHESTNUT,19.75,2
MAGNOLIA 'ATHENE',3,2
MAGNOLIA 'BETTY' ,3,2
MAGNOLIA 'BLOOD MOON' ,3,2
MAGNOLIA 'LEONARD MESSEL' ,3,2
MANCHURIAN BIRCH,36.25,2
MIKURUMA-GAESHI CHERRY,16.75,2
MIYAKO CHERRY ,16.65,2
OHIO BUCKEYE,11.5,2
PARKWAY MAPLE,6.25,2
PURPLE-LEAF HYBRID CRABAPPLE,3,2
PYRAMIDAL SINGLESEED HAWTHORN,8,2
RED FOX KATSURA,3,2
SASKATOON BERRY,1.5,2
SILVER QUEEN MAPLE,15.5,2
SOURWOOD,3,2
SUMAC SPECIES,4.75,2
TEA CRABAPPLE,3,2
UMBRELLA CATALPA,10.5,2
WEEPING CRABAPPLE ,13,2
WEEPING HIGAN CHERRY,15.5,2
WEEPING MULBERRY,3,2
WHITE WILLOW,11,2
ZENI MAGNOLIA,3,2
BAY LAUREL ,6.75,1
BOSC PEAR,3,1
BURGANDY LACE JAPANESE  MAPLE,10,1
CASTOR ARALIA,5,1
CHEROKEE SWEETGUM,3.25,1
CUTLEAF ENGLISH WALNUT,13,1
DWARF ALBERTA SPRUCE,3,1
FRASER'S FIR,21,1
JEFFREY PINE,5,1
JONAGOLD APPLE,3,1
LEYLAND CYPRESS,49,1
MAGNOLIA 'BIG DUDE' ,6,1
MAGNOLIA 'BLUSHING BELLE' ,3,1
MAGNOLIA 'BUTTERFLIES' ,3,1
MAGNOLIA 'CAMEO',3,1
MAGNOLIA 'CLEOPATRA',3,1
MAGNOLIA 'IUFER',3,1
"MAGNOLIA ""CHARLES COATES""",3,1
MULAN MAGNOLIA ,12,1
NORDMAN FIR,12,1
NORTHERN GEM ASH ,5,1
ORIENTAL ARBORVITAE,6,1
PENDULOUS HYBRID CRABAPPLE,2,1
PURPLE GIANT FILBERT,19,1
RAINBOW DOGWOOD,8,1
ROSE SARGENT CRABAPPLE,13,1
SARATOGA GINKGO,3,1
SARGENT CRABAPPLE,12,1
SHANTUNG MAPLE ,3,1
SHOGETSU JAPANESE CHERRY,28.3,1
SILK TREE,6,1
SNOWDRIFT CRABAPPLE,7,1
STRAWBERRY TREE,7,1
THREAD-LEAF CYPRESS,5,1
TRICOLOR DOGWOOD,10,1
TRUE SHADE HONEYLOCUST,3,1
VARIEGATED BOX ELDER,16,1
VEITCH MAGNOLIA,10,1
WATSON'S CRABAPPLE,15.5,1
WEEPING GOLDENCHAIN,8,1
WEEPING SEQUOIA,14.5,1
